label,date,open,high,low,close
AAPL,2018-01-02,42.540001,43.075001,42.314999,43.064999
AAPL,2018-01-03,43.1325,43.637501,42.990002,43.057499
AAPL,2018-01-04,43.134998,43.3675,43.02,43.2575
AAPL,2018-01-05,43.360001,43.842499,43.262501,43.75
AAPL,2018-01-08,43.587502,43.9025,43.482498,43.587502
AAPL,2018-01-09,43.637501,43.764999,43.352501,43.5825
AAPL,2018-01-10,43.290001,43.575001,43.25,43.572498
AAPL,2018-01-11,43.647499,43.872501,43.622501,43.82
AAPL,2018-01-12,44.044998,44.34,43.912498,44.272499
AAPL,2018-01-16,44.474998,44.8475,44.035,44.047501
AAPL,2018-01-17,44.037498,44.8125,43.767502,44.775002
AAPL,2018-01-18,44.842499,45.025002,44.5625,44.814999
AAPL,2018-01-19,44.6525,44.895,44.352501,44.615002
AAPL,2018-01-22,44.325001,44.445,44.150002,44.25
AAPL,2018-01-23,44.325001,44.860001,44.205002,44.259998
AAPL,2018-01-24,44.3125,44.325001,43.299999,43.555
AAPL,2018-01-25,43.627499,43.737499,42.6325,42.7775
AAPL,2018-01-26,43,43,42.514999,42.877499
AAPL,2018-01-29,42.540001,42.540001,41.767502,41.990002
AAPL,2018-01-30,41.3825,41.842499,41.174999,41.7425
AAPL,2018-01-31,41.717499,42.110001,41.625,41.857498
AAPL,2018-02-01,41.7925,42.154999,41.689999,41.945
AAPL,2018-02-02,41.5,41.700001,40.025002,40.125
AAPL,2018-02-05,39.775002,40.970001,39,39.122501
AAPL,2018-02-06,38.7075,40.93,38.5,40.7575
AAPL,2018-02-07,40.772499,40.849998,39.767502,39.884998
AAPL,2018-02-08,40.072498,40.25,38.7575,38.787498
AAPL,2018-02-09,39.267502,39.4725,37.560001,39.102501
AAPL,2018-02-12,39.625,40.9725,39.377499,40.677502
AAPL,2018-02-13,40.487499,41.1875,40.412498,41.084999
AAPL,2018-02-14,40.759998,41.884998,40.720001,41.842499
AAPL,2018-02-15,42.447498,43.272499,42.25,43.247501
AAPL,2018-02-16,43.09,43.705002,42.942501,43.107498
AAPL,2018-02-20,43.012501,43.564999,42.855,42.962502
AAPL,2018-02-21,43.2075,43.529999,42.752499,42.767502
AAPL,2018-02-22,42.950001,43.487499,42.927502,43.125
AAPL,2018-02-23,43.4175,43.912498,43.384998,43.875
AAPL,2018-02-26,44.087502,44.8475,44.052502,44.7425
AAPL,2018-02-27,44.775002,45.119999,44.540001,44.5975
AAPL,2018-02-28,44.814999,45.154999,44.512501,44.529999
AAPL,2018-03-01,44.634998,44.945,43.165001,43.75
AAPL,2018-03-02,43.200001,44.075001,43.112499,44.052502
AAPL,2018-03-05,43.802502,44.435001,43.630001,44.205002
AAPL,2018-03-06,44.477501,44.5625,44.032501,44.1675
AAPL,2018-03-07,43.735001,43.962502,43.567501,43.7575
AAPL,2018-03-08,43.869999,44.279999,43.767502,44.235001
AAPL,2018-03-09,44.490002,45,44.3475,44.994999
AAPL,2018-03-12,45.072498,45.5975,45.052502,45.43
AAPL,2018-03-13,45.647499,45.875,44.810001,44.9925
AAPL,2018-03-14,45.080002,45.130001,44.452499,44.610001
AAPL,2018-03-15,44.625,45.060001,44.517502,44.662498
AAPL,2018-03-16,44.662498,44.779999,44.404999,44.505001
AAPL,2018-03-19,44.330002,44.3675,43.415001,43.825001
AAPL,2018-03-20,43.810001,44.200001,43.735001,43.810001
AAPL,2018-03-21,43.759998,43.772499,42.814999,42.817501
AAPL,2018-03-22,42.5,43.169998,42.150002,42.212502
